4.80000000E+03	-5.00000000E+00	1.16730000E-01	1.92760000E-04	1.45650000E+03	
4.80000000E+03	0.00000000E+00	1.13640000E-01	1.80210000E-04	1.47490000E+03	
4.80000000E+03	5.00000000E+00	1.10570000E-01	1.68650000E-04	1.49580000E+03	
4.80000000E+03	1.00000000E+01	1.07530000E-01	1.57950000E-04	1.51930000E+03	
4.80000000E+03	1.50000000E+01	1.04500000E-01	1.47980000E-04	1.54610000E+03	
4.80000000E+03	2.00000000E+01	1.01480000E-01	1.38650000E-04	1.57680000E+03	
4.80000000E+03	2.50000000E+01	9.84680000E-02	1.29860000E-04	1.61230000E+03	
4.80000000E+03	3.00000000E+01	9.54580000E-02	1.21520000E-04	1.65380000E+03	
4.80000000E+03	3.50000000E+01	9.24390000E-02	1.13540000E-04	1.70350000E+03	
4.80000000E+03	4.00000000E+01	8.94010000E-02	1.05850000E-04	1.76440000E+03	
4.80000000E+03	4.50000000E+01	8.63300000E-02	9.83390000E-05	1.84250000E+03	
4.80000000E+03	5.00000000E+01	8.32050000E-02	9.09020000E-05	1.94890000E+03	
4.80000000E+03	5.50000000E+01	7.99910000E-02	8.33580000E-05	2.10830000E+03	
4.80000000E+03	6.00000000E+01	7.66420000E-02	7.53730000E-05	2.38680000E+03	
4.80000000E+03	6.50000000E+01	7.31560000E-02	6.60880000E-05	3.05190000E+03	
4.80000000E+03	7.00000000E+01	7.42130000E-02	4.93750000E-05	1.19130000E+04	
4.80000000E+03	7.50000000E+01	3.69440000E-02	2.19990000E-05	3.63240000E+03	
4.80000000E+03	8.00000000E+01	3.18980000E-02	2.10210000E-05	2.49820000E+03	
4.80000000E+03	8.50000000E+01	2.94600000E-02	2.05640000E-05	2.06320000E+03	
4.80000000E+03	9.00000000E+01	2.80250000E-02	2.03180000E-05	1.82640000E+03	
4.80000000E+03	9.50000000E+01	2.71170000E-02	2.01860000E-05	1.67600000E+03	
4.80000000E+03	1.00000000E+02	2.65320000E-02	2.01250000E-05	1.57180000E+03	
4.80000000E+03	1.05000000E+02	2.61630000E-02	2.01110000E-05	1.49550000E+03	
